Text,Start Time,Duration,Video ID
"is in traffic now, you are attracting",190.8,4.56,ZZN7BAYeOtc
bodies. And if you look at some of the,193.36,3.92,ZZN7BAYeOtc
"plays the Cooper Cups make, the the",195.36,3.92,ZZN7BAYeOtc
"tight ends make when they're wide open,",197.28,4.0,ZZN7BAYeOtc
they are late developing in the play,199.28,3.84,ZZN7BAYeOtc
because so much attention has gone to,201.28,2.4,ZZN7BAYeOtc
Jackson.,203.12,2.0,ZZN7BAYeOtc
>> I think it'd be really interesting just,203.68,3.76,ZZN7BAYeOtc
Clint Kubak like what's the what's the,205.12,4.56,ZZN7BAYeOtc
answer? But he's so good in games like,207.44,3.76,ZZN7BAYeOtc
you you think about the Rams game where,209.68,2.8,ZZN7BAYeOtc
JSN really didn't do anything in the,211.2,3.36,ZZN7BAYeOtc
first half and then when you you see def,212.48,3.759,ZZN7BAYeOtc
defenses bracketing him Kubak is so good,214.56,3.039,ZZN7BAYeOtc
to your point about moving him around,216.239,2.72,ZZN7BAYeOtc
trying to find ways to get him matchups,217.599,3.041,ZZN7BAYeOtc
and JSN never gets frustrated,218.959,3.36,ZZN7BAYeOtc
>> himself. Yeah. Yeah. I think the other,220.64,4.239,ZZN7BAYeOtc
piece of it is too though he understands,222.319,5.041,ZZN7BAYeOtc
he's going to get his at some point.,224.879,4.08,ZZN7BAYeOtc
That's the reason you don't have to get,227.36,3.599,ZZN7BAYeOtc
frustrated. It's not even that we have,228.959,3.761,ZZN7BAYeOtc
to have you number one in the,230.959,3.2,ZZN7BAYeOtc
progression or we have to make sure we,232.72,3.599,ZZN7BAYeOtc
call this play for you. It's eventually,234.159,4.561,ZZN7BAYeOtc
"through the flow of the offense, you'll",236.319,4.401,ZZN7BAYeOtc
"have your chance. And when he does, he",238.72,4.0,ZZN7BAYeOtc
seems to always capitalize. And like Dan,240.72,4.48,ZZN7BAYeOtc
"says, every route, the stem, the the the",242.72,4.239,ZZN7BAYeOtc
"the top of the route, they look the",245.2,4.239,ZZN7BAYeOtc
"same. And when the movement happens, you",246.959,3.92,ZZN7BAYeOtc
separate so much.,249.439,3.201,ZZN7BAYeOtc
>> He's so talented. Darnold's 18,250.879,3.761,ZZN7BAYeOtc
completions or 20 or more air yards to,252.64,4.24,ZZN7BAYeOtc
Smith and Jigba are the most this season,254.64,4.879,ZZN7BAYeOtc
by any QB wide receiver combo. And we're,256.88,4.479,ZZN7BAYeOtc
going to talk about the Patriots answer,259.519,4.721,ZZN7BAYeOtc
to this. We continue to break down every,261.359,5.201,ZZN7BAYeOtc
angle of this Super Bowl 60. There's a,264.24,4.64,ZZN7BAYeOtc
look at sparkling Levi Stadium just,266.56,4.56,ZZN7BAYeOtc
about 35 miles down the road. It's going,268.88,3.36,ZZN7BAYeOtc
"to take you a while to get there,",271.12,2.799,ZZN7BAYeOtc
"though. I'm just telling you, traffic's",272.24,3.6,ZZN7BAYeOtc
"been a little much here, but we expect",273.919,3.84,ZZN7BAYeOtc
that on a Super Bowl week. Christian,275.84,4.079,ZZN7BAYeOtc
Gonzalez has been a lockdown defender,277.759,4.401,ZZN7BAYeOtc
this postseason as we talk about how the,279.919,4.881,ZZN7BAYeOtc
Patriots can [music] answer JSN on the,282.16,4.64,ZZN7BAYeOtc
other side. Opposing quarterbacks are,284.8,4.64,ZZN7BAYeOtc
completing just 39% of their passes with,286.8,4.959,ZZN7BAYeOtc
him in coverage this postseason on pace,289.44,4.4,ZZN7BAYeOtc
to be the lowest in a single season,291.759,4.561,ZZN7BAYeOtc
postseason since NFL NextG began,293.84,5.12,ZZN7BAYeOtc
tracking in 2018. He's allowed no,296.32,4.48,ZZN7BAYeOtc
touchdowns with an interception. He's,298.96,3.519,ZZN7BAYeOtc
just been lockdown is the best way to,300.8,3.6,ZZN7BAYeOtc
"describe it. Right. And Dan, we spoke at",302.479,4.481,ZZN7BAYeOtc
length about JSN the last block. What,304.4,5.44,ZZN7BAYeOtc
can New England try to do defensively to,306.96,4.32,ZZN7BAYeOtc
answer that on the other side?,309.84,4.72,ZZN7BAYeOtc
">> Yeah. So, one pass off two palms. And",311.28,5.28,ZZN7BAYeOtc
this is something we've talked about JSN,314.56,3.919,ZZN7BAYeOtc
and the crossers start on one side of,316.56,3.919,ZZN7BAYeOtc
the field and this play action or,318.479,4.241,ZZN7BAYeOtc
crossing concept. New England is,320.479,4.241,ZZN7BAYeOtc
notorious for this. They didn't do it a,322.72,4.08,ZZN7BAYeOtc
"ton this year, but there's a clip in the",324.72,3.36,ZZN7BAYeOtc
Denver game and this is going to be,326.8,3.52,ZZN7BAYeOtc
"Palms. Okay, so that linebacker is",328.08,4.16,ZZN7BAYeOtc
responsible for what we call the curl to,330.32,3.36,ZZN7BAYeOtc
flat area. This is quarters. So,332.24,2.88,ZZN7BAYeOtc
everybody's responsible for a quarter of,333.68,3.12,ZZN7BAYeOtc
the field in defense. Those two,335.12,2.88,ZZN7BAYeOtc
defenders at the bottom of the screen,336.8,2.64,ZZN7BAYeOtc
are playing palms. They're reading that,338.0,4.08,ZZN7BAYeOtc
slot receiver. Once that slot receiver,339.44,5.199,ZZN7BAYeOtc
"outbreaks, it becomes cover two. The",342.08,4.64,ZZN7BAYeOtc
"corner drives it, the safety plays over",344.639,3.921,ZZN7BAYeOtc
the top. So that's one way where they'll,346.72,3.84,ZZN7BAYeOtc
try to have extra bodies on him. The,348.56,4.079,ZZN7BAYeOtc
other part is this pass off. When a,350.56,3.919,ZZN7BAYeOtc
"crossing route happens, the man in",352.639,4.0,ZZN7BAYeOtc
"coverage passes it off to the safety, he",354.479,4.801,ZZN7BAYeOtc
cuts it and goes over the top. The palms,356.639,4.241,ZZN7BAYeOtc
thing for me is always from the,359.28,2.88,ZZN7BAYeOtc
"quarterback's thought. I'm always like,",360.88,4.159,ZZN7BAYeOtc
"it's hard at times for us, but I always",362.16,4.96,ZZN7BAYeOtc
know there's a shot down the field if,365.039,3.361,ZZN7BAYeOtc
you're not on the same page.,367.12,2.4,ZZN7BAYeOtc
">> See, that's the that's the point though.",368.4,2.96,ZZN7BAYeOtc
Like I'm trying to think about the,369.52,4.0,ZZN7BAYeOtc
amount of times I've seen Sam Darnold in,371.36,4.24,ZZN7BAYeOtc
"Seattle take hole shots,",373.52,4.08,ZZN7BAYeOtc
>> right? The reason that I would love to,375.6,4.8,ZZN7BAYeOtc
see Palms or love to see two safeties,377.6,4.56,ZZN7BAYeOtc
high is because I always think it's a,380.4,4.239,ZZN7BAYeOtc
great defense for condensed splits deep,382.16,4.08,ZZN7BAYeOtc
crossers. When you look at teams that,384.639,3.84,ZZN7BAYeOtc
have had success against Tuango Valoa,386.24,4.079,ZZN7BAYeOtc
"and the Miami Dolphins, a lot of times",388.479,4.16,ZZN7BAYeOtc
you've seen them in cover two or Palms,390.319,4.481,ZZN7BAYeOtc
or two Buster where you're passing off,392.639,4.241,ZZN7BAYeOtc
things with people who can see it from,394.8,3.839,ZZN7BAYeOtc
high to low. That's why it's so,396.88,4.48,ZZN7BAYeOtc
difficult in cover three. I also wonder,398.639,4.721,ZZN7BAYeOtc
what you do with Christian Gonzalez if,401.36,3.6,ZZN7BAYeOtc
"you're ever say, ""Okay, we got to get in",403.36,3.839,ZZN7BAYeOtc
"more man-to-man."" Do you put him on",404.96,4.32,ZZN7BAYeOtc
Rasheed Shahid and allow them to be,407.199,4.241,ZZN7BAYeOtc
one-on-one or with Cooper Cup and then,409.28,4.479,ZZN7BAYeOtc
you double team or you play the cloud,411.44,5.039,ZZN7BAYeOtc
coverage to JSN? And so now you have an,413.759,3.761,ZZN7BAYeOtc
eye.,416.479,2.56,ZZN7BAYeOtc
">> Yeah, double 11 where you could put",417.52,3.36,ZZN7BAYeOtc
"hands where you could put hands on him,",419.039,3.361,ZZN7BAYeOtc
have someone over the top and I would,420.88,3.439,ZZN7BAYeOtc
never play in and out because he's too,422.4,2.639,ZZN7BAYeOtc
good of a route.,424.319,1.681,ZZN7BAYeOtc
>> How does that change though with him,425.039,1.28,ZZN7BAYeOtc
moving?,426.0,2.16,ZZN7BAYeOtc
>> No. The the way that it changes when,426.319,3.681,ZZN7BAYeOtc
when he moves is now you can just change,428.16,3.599,ZZN7BAYeOtc
the sides. The problem is you're never,430.0,4.16,ZZN7BAYeOtc
going to be upset to me in my opinion if,431.759,5.361,ZZN7BAYeOtc
Carlton Davis ends up on if Carlton,434.16,4.8,ZZN7BAYeOtc
Davis has to end up on Rasheed Shahed or,437.12,3.919,ZZN7BAYeOtc
or Cooper Cup because it's a change of,438.96,4.239,ZZN7BAYeOtc
strength motion. What you never want is,441.039,5.44,ZZN7BAYeOtc
for JSN to end up in the manto man that,443.199,5.201,ZZN7BAYeOtc
would be the guy that's the second that,446.479,3.601,ZZN7BAYeOtc
the second wide receiver. Uh so for,448.4,3.359,ZZN7BAYeOtc
those who don't know the one double,450.08,2.959,ZZN7BAYeOtc
recommendation is really interesting,451.759,4.401,ZZN7BAYeOtc
because that's what the Patriots usedly,453.039,5.841,ZZN7BAYeOtc
>> they did it with Dell Re. So uh and I,456.16,5.439,ZZN7BAYeOtc
think it it does make sense. It does. I,458.88,5.52,ZZN7BAYeOtc
do think though Gonzalz as great as he,461.599,4.72,ZZN7BAYeOtc
is Shaheen can get him with his speed.,464.4,3.44,ZZN7BAYeOtc
You remember Marvin Mims obviously in,466.319,2.961,ZZN7BAYeOtc
the AFC Championship beat him on the go,467.84,3.52,ZZN7BAYeOtc
route. [snorts] Um and I also think if,469.28,3.84,ZZN7BAYeOtc
they end up playing any form of man,471.36,4.16,ZZN7BAYeOtc
coverage there's here you see here,473.12,5.12,ZZN7BAYeOtc
"Gonzo. I mean, he just got beat like",475.52,3.2,ZZN7BAYeOtc
"Mim,",478.24,2.639,ZZN7BAYeOtc
>> but that's been there. That that shot on,478.72,4.08,ZZN7BAYeOtc
"the backside, you can take a shot at the",480.879,3.201,ZZN7BAYeOtc
safe. I think this is a little bit more,482.8,2.88,ZZN7BAYeOtc
on the safety than than Gonzo.,484.08,3.6,ZZN7BAYeOtc
>> That's why you go get Rashid Shahid and,485.68,4.239,ZZN7BAYeOtc
you bring in that speed. Um because you,487.68,3.359,ZZN7BAYeOtc
you've seen this all year. You talked,489.919,2.481,ZZN7BAYeOtc
about them cutting the crossers. Teams,491.039,3.041,ZZN7BAYeOtc
will do that to JSN. It does create,492.4,3.68,ZZN7BAYeOtc
opportunities for the other players. I I,494.08,3.119,ZZN7BAYeOtc
think with the man if the Patriots were,496.08,2.16,ZZN7BAYeOtc
to play a decent amount of man coverage,497.199,2.4,ZZN7BAYeOtc
which they've not been a man coverage,498.24,2.959,ZZN7BAYeOtc
team for most of the year despite having,499.599,4.32,ZZN7BAYeOtc
man corners in Davis and Gonzalez my,501.199,4.641,ZZN7BAYeOtc
concern would actually be less JSN even,503.919,3.361,ZZN7BAYeOtc
though I do think he would get his still,505.84,3.84,ZZN7BAYeOtc
against Gonzo and more about the other,507.28,4.56,ZZN7BAYeOtc
yeah the tight ends the backs we talked,509.68,3.76,ZZN7BAYeOtc
about Walker if you can get him on the,511.84,3.759,ZZN7BAYeOtc
linebackers in the passing game. This is,513.44,4.0,ZZN7BAYeOtc
what's scary about this as much as it,515.599,3.521,ZZN7BAYeOtc
flows through JSN,517.44,3.599,ZZN7BAYeOtc
>> they do have other skill players who can,519.12,3.44,ZZN7BAYeOtc
beat you and they can also use them to,521.039,3.761,ZZN7BAYeOtc
hunt matchups. That's why the Cooper Cup,522.56,5.52,ZZN7BAYeOtc
uh being in this game is huge. Just the,524.8,5.52,ZZN7BAYeOtc
understanding of space and where to go.,528.08,3.84,ZZN7BAYeOtc
I want to get to this New England,530.32,3.36,ZZN7BAYeOtc
Patriots defense. We talked about them,531.92,4.08,ZZN7BAYeOtc
and we haven't we haven't really locked,533.68,4.0,ZZN7BAYeOtc
in on how good they've been. They've,536.0,3.279,ZZN7BAYeOtc
"been phenomenal as well. Now, we talk",537.68,3.12,ZZN7BAYeOtc
about what the other teams were missing.,539.279,3.12,ZZN7BAYeOtc
"So, it kind of dilutes that",540.8,3.52,ZZN7BAYeOtc
"conversation. But, there's also within",542.399,4.161,ZZN7BAYeOtc
this defense of Mike Vrabel of wanting,544.32,4.24,ZZN7BAYeOtc
to keep things in front of him. There,546.56,5.279,ZZN7BAYeOtc
will be those open holes in this zone.,548.56,5.6,ZZN7BAYeOtc
there will be these opportunities to,551.839,5.68,ZZN7BAYeOtc
find space for Drake May and move this,554.16,5.679,ZZN7BAYeOtc
"football down the field. Excuse me. So,",557.519,4.161,ZZN7BAYeOtc
you look at you look at this defense,559.839,3.761,ZZN7BAYeOtc
"from New England, right? And you it's",561.68,5.2,ZZN7BAYeOtc
about finding where the open spot is.,563.6,5.2,ZZN7BAYeOtc
You got this slot on the out route. To,566.88,4.32,ZZN7BAYeOtc
"me, that's open. To me, that is where",568.8,4.479,ZZN7BAYeOtc
your eyes need to get to with an,571.2,3.92,ZZN7BAYeOtc
understanding of this is going to be,573.279,3.521,ZZN7BAYeOtc
"getting the ball out of quick, Mina,",575.12,3.2,ZZN7BAYeOtc
which lends itself to what you said,576.8,3.36,ZZN7BAYeOtc
earlier about this defense. If you can,578.32,4.959,ZZN7BAYeOtc
find those opportunities early in downs,580.16,5.04,ZZN7BAYeOtc
sometimes and then you know this,583.279,4.481,ZZN7BAYeOtc
sometimes the play is called there's an,585.2,4.96,ZZN7BAYeOtc
expectation for your first read and if,587.76,4.56,ZZN7BAYeOtc
that first read is taken away it's about,590.16,4.239,ZZN7BAYeOtc
how fast can you get to those next ones,592.32,4.88,ZZN7BAYeOtc
and I think I think New England gives,594.399,4.641,ZZN7BAYeOtc
you a lot of those opportunities when,597.2,4.319,ZZN7BAYeOtc
they play zone. The problem is Milton,599.04,4.96,ZZN7BAYeOtc
Williams has been so good at pressing,601.519,4.721,ZZN7BAYeOtc
the pocket that you feel some panic,604.0,4.16,ZZN7BAYeOtc
before you can find that area. That is,606.24,5.2,ZZN7BAYeOtc
how they tie in secondary and pass rush.,608.16,4.16,ZZN7BAYeOtc
">> See in that clips,",611.44,2.8,ZZN7BAYeOtc
>> but Seattle also has to take a shot on,612.32,3.6,ZZN7BAYeOtc
the safeties in the first two series.,614.24,4.32,ZZN7BAYeOtc
Totally agree like the they have played,615.92,5.52,ZZN7BAYeOtc
overly aggressive in these playoffs and,618.56,4.16,ZZN7BAYeOtc
it's why they've been able to get,621.44,3.92,ZZN7BAYeOtc
breakups on quick digs on square ends.,622.72,5.359,ZZN7BAYeOtc
If you to me I'm calling dig and go,625.36,4.479,ZZN7BAYeOtc
early on in this game and I'm not doing,628.079,3.921,ZZN7BAYeOtc
it with JSN. I'm doing it with Rasheed,629.839,4.56,ZZN7BAYeOtc
Shaheen because I believe they will be,632.0,4.959,ZZN7BAYeOtc
primed to allow that play to hit and get,634.399,3.601,ZZN7BAYeOtc
over the top early.,636.959,3.201,ZZN7BAYeOtc
">> Dio, do you think there is a level of",638.0,5.2,ZZN7BAYeOtc
respect that Mike Rabel and this staff,640.16,5.04,ZZN7BAYeOtc
is going to have for Sam Dorno that he,643.2,4.48,ZZN7BAYeOtc
"didn't have for Straoud? Obviously, not",645.2,5.199,ZZN7BAYeOtc
St. Do you think anything changes with,647.68,4.08,ZZN7BAYeOtc
that mindset based on what this,650.399,2.241,ZZN7BAYeOtc
quarterback from Seattle?,651.76,2.639,ZZN7BAYeOtc
>> I have a level of respect for the,652.64,2.4,ZZN7BAYeOtc
skilled players.,654.399,2.88,ZZN7BAYeOtc
>> Yeah. Yes. I also think the level of,655.04,4.32,ZZN7BAYeOtc
respect for the scheme diversity like,657.279,4.481,ZZN7BAYeOtc
all the things that you just and,659.36,4.159,ZZN7BAYeOtc
>> you never see Darnold throw the ball,661.76,3.6,ZZN7BAYeOtc
from the same spot two times in a row.,663.519,3.841,ZZN7BAYeOtc
"It's three-step, it's five step, it's",665.36,3.36,ZZN7BAYeOtc
"boot to the left, boot to the right,",667.36,3.28,ZZN7BAYeOtc
"it's roll behind the the guard, roll",668.72,3.92,ZZN7BAYeOtc
behind the tack. Like I think that's the,670.64,3.28,ZZN7BAYeOtc
challenging thing from that perspective.,672.64,2.48,ZZN7BAYeOtc
>> They just always give him so many,673.92,3.44,ZZN7BAYeOtc
answers on first down. I think where you,675.12,3.52,ZZN7BAYeOtc
see what you're talking about come into,677.36,3.36,ZZN7BAYeOtc
"play is um if it gets to third down,",678.64,3.68,ZZN7BAYeOtc
that's where you start to worry about,680.72,2.799,ZZN7BAYeOtc
"Darnold. Totally. All right, are you",682.32,2.56,ZZN7BAYeOtc
guys ready for us to make some Super,683.519,2.801,ZZN7BAYeOtc
Bowl picks?,684.88,4.56,ZZN7BAYeOtc
">> Yeah, that's coming up next. Sunday at",686.32,5.68,ZZN7BAYeOtc
"6:30 Eastern, these two teams will",689.44,4.24,ZZN7BAYeOtc
figure out which one ends up hoisting,692.0,3.44,ZZN7BAYeOtc
that Lombardi. You see them talking,693.68,3.68,ZZN7BAYeOtc
"about it, it's becoming even more real.",695.44,4.16,ZZN7BAYeOtc
"And Marcus, when you look at this game,",697.36,4.0,ZZN7BAYeOtc
what's one thing [cheering] that you,699.6,3.878,ZZN7BAYeOtc
think will define Super Bowl 60?,701.36,2.96,ZZN7BAYeOtc
[applause],703.478,3.562,ZZN7BAYeOtc
the the a a young man by the name of,704.32,6.32,ZZN7BAYeOtc
Dwayne Carter aka Lil Wayne has said,707.04,6.72,ZZN7BAYeOtc
what is a goon to a goblin,710.64,5.283,ZZN7BAYeOtc
>> and Leonard Williams is a goblin,713.76,4.48,ZZN7BAYeOtc
[laughter] and and and and the other,715.923,4.397,ZZN7BAYeOtc
side of that is Milton Williams is a,718.24,3.92,ZZN7BAYeOtc
goblin who we haven't talked about,720.32,4.72,ZZN7BAYeOtc
enough who's taken over games for the,722.16,4.72,ZZN7BAYeOtc
New England Patriots on the interior he,725.04,3.68,ZZN7BAYeOtc
is doing exactly what they [music] paid,726.88,4.0,ZZN7BAYeOtc
him to do for as much as we've talked,728.72,4.32,ZZN7BAYeOtc
about the Seattle Seahawks defensive,730.88,4.8,ZZN7BAYeOtc
line. These two interior guys between,733.04,5.12,ZZN7BAYeOtc
Christian Barmore and Milton Williams,735.68,5.279,ZZN7BAYeOtc
have impacted games as much as anybody,738.16,5.04,ZZN7BAYeOtc
in these playoffs. And I think in order,740.959,3.841,ZZN7BAYeOtc
for New England to have a shot at,743.2,3.6,ZZN7BAYeOtc
winning this game and winning it,744.8,4.159,ZZN7BAYeOtc
"straight up, those two are who we are",746.8,3.52,ZZN7BAYeOtc
going to have to talk about after the,748.959,1.68,ZZN7BAYeOtc
game.,750.32,1.44,ZZN7BAYeOtc
>> I don't know if you can talk about,750.639,3.041,ZZN7BAYeOtc
pivotal matchups in this game and not,751.76,3.36,ZZN7BAYeOtc
mention the name Will Campbell.,753.68,1.68,ZZN7BAYeOtc
>> Yeah.,755.12,2.32,ZZN7BAYeOtc
">> Uh since returning from injury, Will",755.36,4.719,ZZN7BAYeOtc
Campbell has truly been an Achilles heel,757.44,4.72,ZZN7BAYeOtc
for this offense and Drake May. the,760.079,4.241,ZZN7BAYeOtc
pressure that we've seen created from,762.16,4.32,ZZN7BAYeOtc
the left side of the offensive line of,764.32,3.68,ZZN7BAYeOtc
the New England Patriots. And if you're,766.48,3.84,ZZN7BAYeOtc
"Mike McDonald, this Seahawk defense,",768.0,4.079,ZZN7BAYeOtc
you're going to try to get as many,770.32,4.16,ZZN7BAYeOtc
one-on-one matchups as you can with the,772.079,4.401,ZZN7BAYeOtc
"young rookie. And believe me, he is",774.48,4.08,ZZN7BAYeOtc
going to be the fish. There are going to,776.48,4.4,ZZN7BAYeOtc
be arguments on the sideline of who gets,778.56,4.079,ZZN7BAYeOtc
to line up on the right side of the,780.88,2.88,ZZN7BAYeOtc
defensive line.,782.639,2.801,ZZN7BAYeOtc
>> We've been showing you guys explosive,783.76,3.84,ZZN7BAYeOtc
Seattle pass plays all week. Most of,785.44,4.88,ZZN7BAYeOtc
"them happen on first down. Under center,",787.6,4.96,ZZN7BAYeOtc
play action. Jackson Smith and Jigba,790.32,3.6,ZZN7BAYeOtc
running deep on the crosser. They,792.56,3.839,ZZN7BAYeOtc
averaged nearly nine yards a pass on,793.92,4.32,ZZN7BAYeOtc
"first down this season, second only to",796.399,3.601,ZZN7BAYeOtc
"the New England Patriots. Milton,",798.24,4.0,ZZN7BAYeOtc
probably uh Milton Williams versus the,800.0,3.68,ZZN7BAYeOtc
interior of the Seahawks offensive line,802.24,3.76,ZZN7BAYeOtc
"is a mismatch, but he might not get the",803.68,4.56,ZZN7BAYeOtc
opportunity to affect the game if,806.0,4.24,ZZN7BAYeOtc
Seattle is efficient and explosive on,808.24,3.36,ZZN7BAYeOtc
first down. When they can create that,810.24,2.88,ZZN7BAYeOtc
"run pass conflict, it's when they're the",811.6,1.76,ZZN7BAYeOtc
best.,813.12,1.519,ZZN7BAYeOtc
