Text,Start Time,Duration,Video ID
McDold ulize himn run,181.987,9.073,Z0xP3GNpjkw
ppor andhe Btz conptan mos impt.,184.089,10.807,Z0xP3GNpjkw
memb wha he s doi to,190.193,5.804,Z0xP3GNpjkw
"t Pa Puk Nac in echpionip ge? A,",191.194,7.805,Z0xP3GNpjkw
you n'tftenmes e guy,194.996,6.037,Z0xP3GNpjkw
"six, thr two 20 plu cov",196.097,6.804,Z0xP3GNpjkw
likee ca cov. Soeein,199.099,4.97,Z0xP3GNpjkw
andaiti to seeis stus ,201.133,5.771,Z0xP3GNpjkw
"thinis vy, vy imptant",203.001,9.006,Z0xP3GNpjkw
r tir orall teasuccsonhe defsivn,204.202,11.708,Z0xP3GNpjkw
"you ok awhat NicdoesIme, Seale''",207.004,11.208,Z0xP3GNpjkw
usuay wh Ni and Pet Ikn tha thik,212.107,7.806,Z0xP3GNpjkw
"defee, ty ge to equterbk a lot '",216.01,5.003,Z0xP3GNpjkw
goin agast a offsiveine,218.312,7.605,Z0xP3GNpjkw
thatoesn proct vy wel,220.013,6.971,Z0xP3GNpjkw
Evenf Nk isn 100 Do uthk theeats,221.113,8.206,Z0xP3GNpjkw
defee h enoh toet t,226.017,5.103,Z0xP3GNpjkw
DrakMayearly andftenndma himncot,227.084,6.104,Z0xP3GNpjkw
four wit fou the don nee,229.419,5.504,Z0xP3GNpjkw
Nick to sh t pasr. Tt's,231.22,4.87,Z0xP3GNpjkw
e k to winng itheuper,233.322,4.669,Z0xP3GNpjkw
BowlLikeou sd it'the,235.023,6.07,Z0xP3GNpjkw
y to winng f allime. If,236.224,6.771,Z0xP3GNpjkw
u goack in stor anydywh cou russ,238.125,7.805,Z0xP3GNpjkw
ing to n Ser Bls. Go,241.227,5.804,Z0xP3GNpjkw
ck ttheimmy JohonCooys. Theallut,243.128,8.806,Z0xP3GNpjkw
fournd ty dinat whe,246.03,7.005,Z0xP3GNpjkw
theiant ups theatris.Ho didhey s,247.131,7.805,Z0xP3GNpjkw
withour.hen u rhith,252.034,4.97,Z0xP3GNpjkw
ur i put an ful t of,253.168,5.07,Z0xP3GNpjkw
"presren t quaerba,thyoun quaerbo",255.036,5.904,Z0xP3GNpjkw
ciph whas goi onehin,257.137,4.87,Z0xP3GNpjkw
him. Ande'veeen m hav,258.338,5.604,Z0xP3GNpjkw
strules. mea thas the,261.04,4.003,Z0xP3GNpjkw
oryhatot a l ofeopl,262.141,6.904,Z0xP3GNpjkw
are lkin abo. Dke Maye,264.042,6.971,Z0xP3GNpjkw
 cometin und 60% of spaes inhe ',265.943,7.105,Z0xP3GNpjkw
beenacke 15imes His eye,269.145,5.804,Z0xP3GNpjkw
vel h com dow Thi is ,271.147,5.804,Z0xP3GNpjkw
bigomen forrakeayeoo.,273.148,5.871,Z0xP3GNpjkw
Now'm gd h poied o the,275.049,5.004,Z0xP3GNpjkw
presre in e ptsean and,277.051,4.903,Z0xP3GNpjkw
s rpons toresse Dra,279.152,3.803,Z0xP3GNpjkw
Mayeecau the wasobod,280.153,4.169,Z0xP3GNpjkw
bett durg th regar,282.054,4.903,Z0xP3GNpjkw
seas at takg o preure,283.055,5.103,Z0xP3GNpjkw
d turng i int expsive,284.923,5.236,Z0xP3GNpjkw
"So t you poi, I mn, g",287.057,6.305,Z0xP3GNpjkw
in hisrill fina wayo ge,288.925,6.238,Z0xP3GNpjkw
his eyeevelown.nd I tnkth way te,290.26,7.705,Z0xP3GNpjkw
foug fir wit fir in nver,293.462,7.671,Z0xP3GNpjkw
Theyan t fooalllmos 30tis inhe .,295.263,6.704,Z0xP3GNpjkw
"Dami. Thas le our fansy,",298.065,5.07,Z0xP3GNpjkw
u kn whaI'mayin I,301.267,3.702,Z0xP3GNpjkw
don'haveo dp bacand,302.067,5.971,Z0xP3GNpjkw
ss ptect eve We n jt,303.268,5.937,Z0xP3GNpjkw
run e foballehin 61.ndwh you I s,305.069,5.904,Z0xP3GNpjkw
he'sboutwo hans de.,308.138,3.936,Z0xP3GNpjkw
st ge theall  you,309.339,5.637,Z0xP3GNpjkw
runng bas a mak tho,311.073,5.07,Z0xP3GNpjkw
defeive neme hav to aythrush ThI,312.174,5.07,Z0xP3GNpjkw
thintheyan fht firwith,315.076,3.903,Z0xP3GNpjkw
"re. , Pet youaid",316.277,3.769,Z0xP3GNpjkw
"methg thawas ry, ry",317.378,3.802,Z0xP3GNpjkw
intruinghat ere'a lot,319.079,3.269,Z0xP3GNpjkw
 preure  Dra May,320.179,3.903,Z0xP3GNpjkw
"whicI don disree th,",321.28,5.704,Z0xP3GNpjkw
t I thi the's en mor,322.948,5.337,Z0xP3GNpjkw
presre oJosh McDielsndscmingp we,324.182,7.805,Z0xP3GNpjkw
prottionor hisuartback,327.084,7.105,Z0xP3GNpjkw
becae theignicant the'sa sigficr,328.385,8.606,Z0xP3GNpjkw
poin thatheye avegednrelar asone,332.087,6.905,Z0xP3GNpjkw
avered 2 pois in eploffames They,334.289,5.704,Z0xP3GNpjkw
avered 1 becse ty,337.091,4.903,Z0xP3GNpjkw
havet be ablto ptect,339.092,4.069,Z0xP3GNpjkw
thei quaerba. S Jos,340.093,7.004,Z0xP3GNpjkw
"McDaels,f I' not misken,",342.094,7.972,Z0xP3GNpjkw
o wi be coaingis 1hSur Bl. Wow p,343.295,8.772,Z0xP3GNpjkw
Bowl We ed toee ttexrien bei pun,347.197,6.121,Z0xP3GNpjkw
"rmsf t sche, the",350.199,6.855,Z0xP3GNpjkw
rate thahe pns o u,352.201,5.954,Z0xP3GNpjkw
"to hel his offsiveine,",354.019,5.203,Z0xP3GNpjkw
espeallyhe lt se. Wel,357.154,3.903,Z0xP3GNpjkw
it'sntertingand I wted,358.255,3.869,Z0xP3GNpjkw
 ask youhis causyou,359.356,3.969,Z0xP3GNpjkw
wereunni bacand you,361.157,4.002,Z0xP3GNpjkw
ayedn th offsi lin,362.258,3.902,Z0xP3GNpjkw
Theyo to lot  jum,363.425,5.003,Z0xP3GNpjkw
formionsTheyring tha,365.26,5.003,Z0xP3GNpjkw
extrtack in. YesMumfdcos i Thars,366.26,5.804,Z0xP3GNpjkw
", he mes  and pla rig",369.029,4.102,Z0xP3GNpjkw
tack whe he mesn. I,370.363,4.87,Z0xP3GNpjkw
thathenou'r runng the,372.164,5.003,Z0xP3GNpjkw
ll bind theumbo pacge,373.265,4.469,Z0xP3GNpjkw
is tt a g advtageor you,375.333,3.936,Z0xP3GNpjkw
"Damnight I mn, kwing",377.268,3.802,Z0xP3GNpjkw
u've gotn era Kyl Lon,377.868,4.403,Z0xP3GNpjkw
in fro ofou tat lst,380.036,4.236,Z0xP3GNpjkw
"justay,over guyp. A",381.17,4.903,Z0xP3GNpjkw
then if u geto thebili,382.371,4.903,Z0xP3GNpjkw
to colct a cli to e,385.039,3.436,Z0xP3GNpjkw
"seco lev, th's jus mor",386.173,4.07,Z0xP3GNpjkw
big ople onore all ople,387.374,4.703,Z0xP3GNpjkw
"I mea likyouay, Seale's",389.042,3.636,Z0xP3GNpjkw
t fougrea defsive,391.043,2.435,Z0xP3GNpjkw
"linen, b whe youot a",392.177,4.904,Z0xP3GNpjkw
extr offsiveinem tha,392.778,5.504,Z0xP3GNpjkw
can cov up  250 240ound,393.578,8.606,Z0xP3GNpjkw
linecker oret t Nic War,397.181,9.906,Z0xP3GNpjkw
"andpen  a sond lev,whh wve sn, e",398.382,10.707,Z0xP3GNpjkw
Rhamdre Stensonif tyge to e sone,402.284,7.872,Z0xP3GNpjkw
runshatake theey,407.187,4.07,Z0xP3GNpjkw
diffencein t gam But,409.189,3.102,Z0xP3GNpjkw
eaki ofhose Patots,410.29,3.802,Z0xP3GNpjkw
"nnin bac, I doant ",411.39,4.703,Z0xP3GNpjkw
talk abo X-ftors becse,412.391,4.903,Z0xP3GNpjkw
whenou loo thrgh t,414.192,4.903,Z0xP3GNpjkw
histy otheuper Bow som,416.193,5.904,Z0xP3GNpjkw
of t greestomen hav't,417.394,5.904,Z0xP3GNpjkw
beenadey th supstarofthteam It'X,419.195,5.104,Z0xP3GNpjkw
facts. Setim it' Jam,422.197,4.904,Z0xP3GNpjkw
Whitfor e Newngla,423.398,4.904,Z0xP3GNpjkw
Patrts orulia Edean. ,424.399,5.704,Z0xP3GNpjkw
you ys he an facr fo,427.201,4.002,Z0xP3GNpjkw
who' goi toeterne t,428.402,3.769,Z0xP3GNpjkw
outce ofonig's ge. Kyl,430.203,4.069,Z0xP3GNpjkw
Long I'lstar wityou. Who,431.304,4.903,Z0xP3GNpjkw
 you tnk? thin it'got,433.105,5.003,Z0xP3GNpjkw
 be theicki gam I mea,434.406,4.703,Z0xP3GNpjkw
lookI wa the at e AF,436.307,3.902,Z0xP3GNpjkw
Chamonsh andou tked,438.208,4.203,Z0xP3GNpjkw
abouthe intser gam,439.209,4.903,Z0xP3GNpjkw
"WhilI age wityou,hedenses thewei",440.31,4.369,Z0xP3GNpjkw
agait we grt anthey,442.511,3.769,Z0xP3GNpjkw
coul't en gethehey,444.212,3.903,Z0xP3GNpjkw
uldn evesee whe the,444.813,3.869,Z0xP3GNpjkw
ll w goi to  thrn.,446.414,3.969,Z0xP3GNpjkw
That how whi o of ,448.215,3.068,Z0xP3GNpjkw
condion it s. B the,448.782,5.337,Z0xP3GNpjkw
ckingames wh thagame,450.516,4.77,Z0xP3GNpjkw
me dn to ettyuch.nd,451.417,5.704,Z0xP3GNpjkw
that whaI thk thione,454.219,5.303,Z0xP3GNpjkw
ll ce dn tos we.,455.42,6.904,Z0xP3GNpjkw
Therwille a0 pl yarrat sompoinim,457.221,9.006,Z0xP3GNpjkw
Who'gointo makit Pe.We I tnk aXo,459.622,8.506,Z0xP3GNpjkw
the trio I d't tnkth're goi to m,462.424,8.706,Z0xP3GNpjkw
But thin the facr fo,466.327,8.806,Z0xP3GNpjkw
the trio is nter Hen.Anthe asons,468.228,10.407,Z0xP3GNpjkw
Seate habeenwful agasttit en thr,471.23,8.906,Z0xP3GNpjkw
six tcheper me to etit en posita,475.233,8.972,Z0xP3GNpjkw
becae th canet tHunt,478.735,8.606,Z0xP3GNpjkw
"Henrin t mide of efid, g thealls",480.236,9.073,Z0xP3GNpjkw
nds.nd I thi Hunr Heyis goi to s,484.339,6.904,Z0xP3GNpjkw
for may 60 rds. likthat,487.441,6.871,Z0xP3GNpjkw
d th havto g the bal,489.442,5.771,Z0xP3GNpjkw
"And  he isn in e ga,th it comete",491.344,6.07,Z0xP3GNpjkw
 a ftor causI thk if,494.446,3.702,Z0xP3GNpjkw
's n the ande miimed,495.346,3.869,Z0xP3GNpjkw
is yea themighmove,497.548,3.702,Z0xP3GNpjkw
Withspooinsi to ay the,498.248,4.903,Z0xP3GNpjkw
ot cner.ithepoon use,499.349,4.403,Z0xP3GNpjkw
"to py th sloas wl, b",501.35,5.804,Z0xP3GNpjkw
u dot wa himo pl in,503.285,5.036,Z0xP3GNpjkw
ere. Bute cado it.utth tha weane,503.885,5.537,Z0xP3GNpjkw
outse a ttleit becse.,507.254,4.103,Z0xP3GNpjkw
"causI thk tha younow,",508.455,4.703,Z0xP3GNpjkw
u gettheruys  theield,510.123,4.236,Z0xP3GNpjkw
job ts on e fid mo,511.457,4.703,Z0xP3GNpjkw
"wool, ge on e fie mor",513.258,5.003,Z0xP3GNpjkw
and  thi thaweaks th,514.459,4.903,Z0xP3GNpjkw
on denseAnd eir dim,516.26,3.653,Z0xP3GNpjkw
packe habeen ver ver,518.362,3.202,Z0xP3GNpjkw
inflntiabecae y now,519.462,3.769,Z0xP3GNpjkw
ve Nk Warplayg thdime,520.063,4.369,Z0xP3GNpjkw
You ve son pying the,521.664,4.503,Z0xP3GNpjkw
"ckelTwo ys thaare ry,",523.365,3.902,Z0xP3GNpjkw
ry reltlesin tms o,525.133,3.335,Z0xP3GNpjkw
tackng a theplay wit,526.267,3.068,Z0xP3GNpjkw
theihairn fir So  the,527.368,3.102,Z0xP3GNpjkw
don'havehat atus in rms,528.568,5.371,Z0xP3GNpjkw
" the subackas, w",529.469,5.003,Z0xP3GNpjkw
know Butor m I knowe'vhilighd Se,530.57,4.87,Z0xP3GNpjkw
out m. Wt aut t,534.072,6.104,Z0xP3GNpjkw
Patrts a the gamplan,534.572,7.772,Z0xP3GNpjkw
r Jas. Smy X ftor atI' watingnds,536.14,8.105,Z0xP3GNpjkw
"the impt ishe t corrs,",540.276,6.104,Z0xP3GNpjkw
ght? Caron Dis and,542.478,5.703,Z0xP3GNpjkw
ristn Gonlez. Bo guy,544.379,5.804,Z0xP3GNpjkw
haveeen locd dn ts,546.48,4.87,Z0xP3GNpjkw
playf setch Chrtian,548.281,7.906,Z0xP3GNpjkw
Gonzez gs ithe plaffs.,550.283,7.905,Z0xP3GNpjkw
's alled aero pasrrang in e four,552.151,8.239,Z0xP3GNpjkw
zero pasr ring.e's en,556.287,6.07,Z0xP3GNpjkw
playg h bes fooallnth mor cricat,558.288,6.071,Z0xP3GNpjkw
closout balamesto beble,560.49,6.704,Z0xP3GNpjkw
 get to is pnt. Andason,562.491,6.804,Z0xP3GNpjkw
s bee theost proficide,565.159,6.104,Z0xP3GNpjkw
receer thi sean. A whe,567.294,5.17,Z0xP3GNpjkw
"Sam  thring  Jas, h is",569.396,3.969,Z0xP3GNpjkw
 muc bette quaerba. So,571.397,3.802,Z0xP3GNpjkw
at'she ge pl on mber,572.598,3.769,Z0xP3GNpjkw
? Di youee wt Caton,573.498,4.77,Z0xP3GNpjkw
Davisaidesteay? Heaid,575.299,4.904,Z0xP3GNpjkw
at Chrtianonzaz is,577.167,5.137,Z0xP3GNpjkw
ingo spe mosof t tim,578.402,8.105,Z0xP3GNpjkw
"on Jas andee, m a b",581.17,7.038,Z0xP3GNpjkw
surpsed at heade atknn. Now I ar,582.404,6.871,Z0xP3GNpjkw
throh al tha tra acrs,586.607,4.603,Z0xP3GNpjkw
the eld. don likthat at,588.308,4.003,Z0xP3GNpjkw
"l, bthe wayAlsoo th",589.409,4.103,Z0xP3GNpjkw
stuftheyo wi Jas,591.31,6.905,Z0xP3GNpjkw
gettg Saon theutsi. Bu,592.411,6.938,Z0xP3GNpjkw
"what I'mayinwithhis KeanDami, wa",593.612,9.873,Z0xP3GNpjkw
insit otheame pn. I,598.315,6.904,Z0xP3GNpjkw
n't ke tha I d't leth eitr. Odie,599.482,6.738,Z0xP3GNpjkw
"ing, thoh. He's e thg.",603.618,4.603,Z0xP3GNpjkw
"Gentmen.entlen,  liv",605.319,4.97,Z0xP3GNpjkw
in t eraf youave  pla,606.32,5.904,Z0xP3GNpjkw
the me whin gam Thi is,608.321,4.904,Z0xP3GNpjkw
dia.his  med wee We,610.423,4.103,Z0xP3GNpjkw
talk abo thi Howany,612.324,4.003,Z0xP3GNpjkw
time abo nows t tim,613.325,5.904,Z0xP3GNpjkw
"morehanver,o lim",614.626,5.603,Z0xP3GNpjkw
"distctio? An whyot gesobody dis,",616.427,4.97,Z0xP3GNpjkw
gueswhate'reoingoo,619.329,3.969,Z0xP3GNpjkw
whene'reot gng to ? Do,620.329,7.105,Z0xP3GNpjkw
u thi there gng t do,622.197,7.105,Z0xP3GNpjkw
? I n't thi thatheyegog tdo tt. ,623.432,7.104,Z0xP3GNpjkw
it. Givawayhe gepla The,627.534,6.004,Z0xP3GNpjkw
asonhy I don thi tha,629.436,5.87,Z0xP3GNpjkw
they wou do  is becseth's n whoe,630.636,5.804,Z0xP3GNpjkw
They are zondefee who,633.638,4.603,Z0xP3GNpjkw
kes  hav eyeon t,635.44,3.869,Z0xP3GNpjkw
Patrts. Oh ah yh ye,636.54,4.703,Z0xP3GNpjkw
yeaheah.hey' plang for,638.341,6.205,Z0xP3GNpjkw
M I ink thayes ey wl,639.442,6.805,Z0xP3GNpjkw
foll. Yetheyill folw.Reon Ihougn,641.343,5.971,Z0xP3GNpjkw
Gonzez I tnk Gzalewill,644.646,3.869,Z0xP3GNpjkw
absotelyrave Whyould he,646.347,4.036,Z0xP3GNpjkw
ve tt aw. Becse hgot,647.448,4.803,Z0xP3GNpjkw
ught up  theomen Hgot,648.648,6.805,Z0xP3GNpjkw
ughtp ithe mentThis,650.516,6.004,Z0xP3GNpjkw
is t Sup Bow aga. Weetaing out h,652.351,6.004,Z0xP3GNpjkw
ligh are brit anthe,655.553,4.703,Z0xP3GNpjkw
cropnes areot. t I wil,656.654,4.669,Z0xP3GNpjkw
say e gu thahas ne uer,658.455,4.003,Z0xP3GNpjkw
"the dar,ven roug his",660.356,3.169,Z0xP3GNpjkw
ccesin t endf th,661.457,3.802,Z0xP3GNpjkw
regur sean in the,662.558,3.769,Z0xP3GNpjkw
"stseon, my Fact hasot",663.658,3.87,Z0xP3GNpjkw
to bRhamdre evenn. And,665.359,3.903,Z0xP3GNpjkw
ll en sa thibecae I,666.46,6.871,Z0xP3GNpjkw
ke to llowtorynes en,668.228,6.304,Z0xP3GNpjkw
it ces tgame likthisAve intestih,669.362,8.106,Z0xP3GNpjkw
gonehrou off theieldthe,673.431,5.071,Z0xP3GNpjkw
"ss of s faer ts sean,thmotitiony",675.233,5.036,Z0xP3GNpjkw
withhrouhe fblin,677.568,3.902,Z0xP3GNpjkw
issu istillavinto dl,678.602,4.669,Z0xP3GNpjkw
withhat f th fie. An,680.369,5.904,Z0xP3GNpjkw
how s he spond inhe,681.57,7.072,Z0xP3GNpjkw
seco halof t sean? Hsbe one of e,683.371,6.905,Z0xP3GNpjkw
"plays, n onlin theunga, no onlpn",686.373,5.104,Z0xP3GNpjkw
d proctinDrakMayebut,689.242,4.136,Z0xP3GNpjkw
as aeceir as wel So ,690.376,6.004,Z0xP3GNpjkw
thin if e Paiotsre goi,691.577,8.706,Z0xP3GNpjkw
"to he a goooffeive mepl, runr pl",693.478,7.905,Z0xP3GNpjkw
starwithndre Stens.ndif'm notist,696.48,7.005,Z0xP3GNpjkw
fumbd sie Ocber.o he',700.383,6.904,Z0xP3GNpjkw
due r n kno Pet Wel,701.484,7.004,Z0xP3GNpjkw
"list, befe Pe stasjiingore peoeg",703.585,6.004,Z0xP3GNpjkw
"baduju t tre, let jus",707.387,4.003,Z0xP3GNpjkw
get  fin sco prectio,708.588,4.703,Z0xP3GNpjkw
Pete we' sta wityou 271,709.689,5.77,Z0xP3GNpjkw
Seate Ihinkhe defse i,711.49,8.906,Z0xP3GNpjkw
suffatin I tnk ttofnsiv lin is .,713.391,10.074,Z0xP3GNpjkw
d Ihinkrakeaye hastpled wl. I t1,715.593,9.706,Z0xP3GNpjkw
Seate Seawks am  theone,720.496,6.071,Z0xP3GNpjkw
lf.re youivin theick.,723.598,4.703,Z0xP3GNpjkw
Do i I s I kw hs a,725.399,6.071,Z0xP3GNpjkw
trioI knohe's hom.,726.7,8.606,Z0xP3GNpjkw
But  inial pdictn wnth plaffsere,728.401,8.072,Z0xP3GNpjkw
w Engnd Priot Andoudot fl go abs,732.271,8.038,Z0xP3GNpjkw
I'm icki witmy gunwith,735.406,6.905,Z0xP3GNpjkw
is o. I he thPatrts,736.607,6.704,Z0xP3GNpjkw
23 t20. u tolme y wer,740.409,4.003,Z0xP3GNpjkw
waveng. m no waving.,742.411,3.902,Z0xP3GNpjkw
Fell. Thbestart abo,743.411,5.971,Z0xP3GNpjkw
beinthe int gua is just,744.512,5.17,Z0xP3GNpjkw
I ju disit outI dotne to ke aicu,746.413,3.269,Z0xP3GNpjkw
readknow,749.516,0.166,Z0xP3GNpjkw
